服务器 ID,玩家 ID,玩家信息,标题信息,附件资产信息,自定义
2089802,215330313,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2090402,216328753,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2090402,214820411,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2090802,216875915,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":20}]"
2092102,219314346,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2092202,219588717,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2092302,219796247,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":14}]"
2092602,220310024,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":10}]"
2092802,220566740,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2092802,220767853,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2006102,4212141,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2010302,9363384,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
2013602,10636189,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":29}]"
2016902,9483861,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":15}]"
2025502,18497070,,,,"[{""assetType"":""item"",""id"":11117402,""amount"":4}]"
